/begin_header
/start_date=1997-01-01
/end_date=2019-07-19
/north_latitude=48[deg]
/south_latitude=32[deg]
/east_longitude=-60[deg]
/west_longitude=-80[deg]
! Date processed: 2019-07-19 17:57:44 GMT
! Date archived: 2000-01-01 to 2019-07-19
! Water depth: 0.0 to 10000
! Data source: seabass
! Exclusions:
!                                                             , MERIS               
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  75 
!  Maximum satellite zenith angle                             ,                  60 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                  20 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2018-05-03 21:23:54 
! Statistics:
!  Product Name , #   , Mean Bias , Mean Absolute Percent , Mean Absolute Error (MAE) , MERIS Range         , In situ Range       
!  chlor_a      , 557 ,   1.10936 , NaN                   ,                   1.62278 , 0.054149 - 41.53173 , 0.064000 - 40.23000 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,meris_filename,meris_es_error,meris_pixel_total,meris_tdiff,meris_solz,meris_senz,meris_cv,meris_windspeed,meris_chlor_a,insitu_chlor_a_type,insitu_chlor_a,meris_rrs413,meris_rrs443,meris_rrs490,meris_rrs510,meris_rrs560,meris_rrs620,meris_rrs665,meris_rrs681,meris_rrs709
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,mg*m^-3,unitless,mg*m^-3,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1
/end_header
463875,38.81498000,-76.46272000,2012-03-13 17:08:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463875_B5.tgz,0.00000000,25,-6501,49.22,33.29,0.043,3.457,24.30110400,chl,35.24400000,-0.00033200,0.00093200,0.00289000,0.00389200,0.00770500,0.00518300,0.00301200,0.00275800,0.00307000
463881,39.00412000,-76.34517000,2012-03-13 17:57:00,cbp06,M2012073151142.L2_FRS.R0000031885_39N_36N_76W_76W.N1_OCVAL.nc_4551_463881_B5.tgz,0.00000000,25,-9445,49.32,32.92,0.053,3.416,15.61619400,chl,7.69000000,0.00009400,0.00162800,0.00415200,0.00560900,0.01006400,0.00691900,0.00440400,0.00387400,0.00383300
1220,42.23940000,-70.56210000,2002-10-02 13:35:00,ct020927,M2002275144209.L2_RR.R0000018111_42N_42N_70W_70W.N1_OCVAL.bz2,0.00000000,25,4620,51.10,31.87,0.098,4.684,1.45179808,chl,0.99500000,0.00263369,0.00222835,0.00271911,0.00242137,0.00246435,0.00035106,0.00011700,0.00021289,-0.00071011
294129,41.01800000,-71.08170000,2009-11-03 17:44:00,cv2,M2009307151715.L2_RR.R0000018113_41N_40N_71W_70W.N1_OCVAL.bz2,0.00000000,25,-8460,58.17,16.08,0.060,3.159,1.41754556,chl_a,2.37400007,0.00165629,0.00214969,0.00295752,0.00292500,0.00256114,0.00079435,0.00060018,0.00069238,0.00037990
294137,37.80840000,-74.90680000,2009-11-06 13:00:00,cv2,M2009310152317.L2_RR.R0000018113_37N_37N_75W_74W.N1_OCVAL.bz2,0.00000000,25,9000,56.59,7.85,0.093,9.269,1.07726896,chl_a,1.12899995,0.00181686,0.00232243,0.00311714,0.00303314,0.00242969,0.00050413,0.00044907,0.00050046,0.00047960
294138,37.44000000,-75.45310000,2009-11-06 17:05:00,cv2,M2009310152317.L2_RR.R0000018113_37N_37N_75W_74W.N1_OCVAL.bz2,0.00000000,25,-5700,56.40,4.94,0.110,8.716,2.11083889,chl_a,1.95799994,0.00327273,0.00497236,0.00811436,0.00868564,0.00876382,0.00335636,0.00239982,0.00227127,0.00159255
294147,40.68920000,-72.60880000,2009-11-09 12:51:00,cv2,M2009313152919.L2_RR.R0000018113_40N_40N_72W_71W.N1_OCVAL.bz2,0.00000000,25,9840,59.31,24.74,0.054,2.948,1.99735296,chl_a,2.95799994,0.00185236,0.00170438,0.00201760,0.00210372,0.00205467,0.00050510,0.00032609,0.00054922,0.00014737
294164,42.50620000,-69.67950000,2009-11-19 14:48:00,cv2,M2009323151545.L2_RR.R0000018113_42N_42N_69W_69W.N1_OCVAL.bz2,0.00000000,25,1920,63.81,16.71,0.055,2.457,0.96932644,chl_a,1.63399994,0.00139382,0.00157964,0.00192000,0.00180973,0.00135758,0.00018819,0.00022913,0.00028420,0.00024046
294165,42.74420000,-69.57910000,2009-11-19 17:00:00,cv2,M2009323151545.L2_RR.R0000018113_42N_42N_69W_69W.N1_OCVAL.bz2,0.00000000,25,-6000,64.01,16.79,0.060,3.352,1.15713441,chl_a,1.97700000,0.00133364,0.00153887,0.00183322,0.00180495,0.00145600,0.00029757,0.00028924,0.00040172,0.00030827
294168,40.06230000,-70.95190000,2009-11-04 16:11:00,cv2,M2009308144544.L2_RR.R0000018113_40N_40N_71W_70W.N1_OCVAL.bz2,0.00000000,25,-4740,59.79,31.04,0.088,7.393,1.14470828,chl_a,2.68700004,0.00084030,0.00138048,0.00219819,0.00217448,0.00167264,0.00039080,0.00031800,0.00049100,0.00033600
294174,37.55900000,-75.23360000,2009-11-06 15:19:00,cv2,M2009310152317.L2_RR.R0000018113_37N_37N_75W_74W.N1_OCVAL.bz2,0.00000000,25,660,56.44,6.21,0.131,8.975,1.24867511,chl_a,0.99100000,0.00193024,0.00234775,0.00358560,0.00366463,0.00298475,0.00068341,0.00061800,0.00061788,0.00051012
294175,37.24850000,-75.58100000,2009-11-06 18:30:00,cv2,M2009310152317.L2_RR.R0000018113_37N_37N_75W_74W.N1_OCVAL.bz2,0.00000000,25,-10800,56.25,4.39,0.083,8.840,2.37626648,chl_a,1.91799998,0.00293095,0.00534432,0.00952274,0.01030863,0.01092253,0.00477137,0.00346947,0.00323126,0.00222558
294183,40.77960000,-71.91710000,2009-11-09 16:49:00,cv2,M2009313152919.L2_RR.R0000018113_40N_40N_72W_71W.N1_OCVAL.bz2,0.00000000,25,-4440,59.26,28.34,0.048,3.079,2.66594458,chl_a,3.76600003,0.00135227,0.00129467,0.00156076,0.00156636,0.00169514,0.00049352,0.00035638,0.00057531,0.00020246
294194,42.84980000,-69.67080000,2009-11-19 17:51:00,cv2,M2009323151545.L2_RR.R0000018113_42N_42N_69W_69W.N1_OCVAL.bz2,0.00000000,25,-9060,64.14,16.00,0.057,3.580,0.86771691,chl_a,1.14900005,0.00115282,0.00147650,0.00185328,0.00173950,0.00127657,0.00016774,0.00019909,0.00023618,0.00023780
294201,38.30310000,-73.77230000,2010-02-04 15:31:00,cv3,M2010035145445.L2_RR.R0000018114_38N_38N_74W_73W.N1_OCVAL.bz2,0.00000000,25,-1740,62.04,32.23,0.054,9.502,0.47388414,chl_a,0.67299998,0.00246809,0.00287810,0.00357722,0.00311304,0.00178400,0.00024209,0.00023991,0.00025070,0.00037470
294207,39.56320000,-74.04500000,2010-02-09 18:03:00,cv3,M2010040153720.L2_RR.R0000018114_39N_39N_74W_73W.N1_OCVAL.bz2,0.00000000,25,-8340,57.73,31.10,0.077,4.004,2.14291644,chl_a,2.29399991,0.00489181,0.00536686,0.00673337,0.00685895,0.00686253,0.00242211,0.00156950,0.00144900,0.00101863
294214,40.60090000,-67.75490000,2010-02-13 17:05:00,cv3,M2010044151100.L2_RR.R0000018114_40N_40N_68W_67W.N1_OCVAL.bz2,0.00000000,25,-6420,57.51,28.01,0.062,4.609,0.76416689,chl_a,0.62900001,0.00094173,0.00145707,0.00246372,0.00227643,0.00159286,0.00027857,0.00021108,0.00022600,0.00028662
294221,42.42670000,-70.45170000,2010-02-17 12:28:00,cv3,M2010048144440.L2_RR.R0000018114_42N_42N_70W_70W.N1_OCVAL.bz2,0.00000000,25,8640,61.26,31.62,0.064,5.596,1.55082059,chl_a,1.68700004,0.00137461,0.00180082,0.00274019,0.00277680,0.00249664,0.00072880,0.00038955,0.00045155,0.00041442
294222,42.43650000,-70.21100000,2010-02-17 15:00:00,cv3,M2010048144440.L2_RR.R0000018114_42N_42N_70W_70W.N1_OCVAL.bz2,0.00000000,25,-480,61.16,30.37,0.037,6.549,0.83414215,chl_a,0.73600000,0.00191800,0.00234533,0.00314810,0.00294969,0.00213480,0.00053791,0.00027295,0.00024876,0.00029381
294283,43.14360000,-67.92860000,2010-06-08 14:03:00,cv4,M2010159144507.L2_RR.R0000018115_43N_42N_68W_67W.N1_OCVAL.bz2,0.00000000,25,3600,27.17,0.85,0.046,4.283,0.96071786,chl_a,0.70200002,0.00021955,0.00118891,0.00221691,0.00206448,0.00163369,0.00018636,0.00019173,0.00021105,0.00022362
294284,42.89420000,-68.15660000,2010-06-08 16:18:00,cv4,M2010159144507.L2_RR.R0000018115_43N_42N_68W_67W.N1_OCVAL.bz2,0.00000000,25,-4500,27.13,1.78,0.054,3.916,1.16706860,chl_a,0.86500001,0.00045709,0.00129210,0.00220572,0.00220380,0.00172318,0.00028939,0.00029273,0.00031550,0.00027482
294314,42.68900000,-68.32910000,2010-06-08 17:50:00,cv4,M2010159144507.L2_RR.R0000018115_43N_42N_68W_67W.N1_OCVAL.bz2,0.00000000,25,-10020,27.08,2.37,0.046,3.482,1.18490362,chl_a,0.82499999,0.00050200,0.00116273,0.00192800,0.00193695,0.00154143,0.00021800,0.00022709,0.00024657,0.00019373
294321,36.23090000,-75.31370000,2010-11-08 15:23:00,cv5,M2010312150909.L2_RR.R0000018116_36N_36N_75W_75W.N1_OCVAL.bz2,0.00000000,25,-420,56.85,17.30,0.064,8.590,1.60760772,chl_a,1.12500000,0.00125691,0.00199991,0.00322825,0.00337017,0.00304000,0.00084487,0.00066118,0.00082748,0.00048082
294322,36.14210000,-75.58000000,2010-11-08 17:05:00,cv5,M2010312150909.L2_RR.R0000018116_36N_36N_75W_75W.N1_OCVAL.bz2,0.00000000,25,-6540,56.85,18.89,0.058,7.051,2.81504083,chl_a,1.86800003,0.00261336,0.00405391,0.00674695,0.00731581,0.00813600,0.00321238,0.00227505,0.00225848,0.00149227
294365,40.54770000,-70.50500000,2010-11-13 14:05:00,cv5,M2010317152626.L2_RR.R0000018116_40N_40N_70W_70W.N1_OCVAL.bz2,0.00000000,25,5220,59.94,32.07,0.056,8.415,1.65688670,chl_a,1.38399994,-0.00071924,0.00050526,0.00208219,0.00214690,0.00195200,0.00034982,0.00030495,0.00035835,0.00027991
294371,40.76920000,-69.31150000,2010-11-14 15:00:00,cv5,M2010318144947.L2_RR.R0000018116_41N_40N_69W_69W.N1_OCVAL.bz2,0.00000000,25,-300,62.35,19.03,0.141,6.852,1.62231350,chl_a,1.57799995,-0.00001082,0.00076390,0.00178960,0.00188476,0.00172764,0.00053246,0.00043927,0.00058482,0.00037127
294378,42.93450000,-68.14270000,2010-11-19 13:54:00,cv5,M2010323150701.L2_RR.R0000018116_42N_42N_68W_67W.N1_OCVAL.bz2,0.00000000,25,4620,64.29,11.20,0.091,11.149,0.56966084,chl_a,2.09899998,0.00151091,0.00170167,0.00182200,0.00160200,0.00099982,0.00006300,0.00016636,0.00026217,0.00031073
210345,36.97260000,-76.02040000,2005-11-03 13:17:00,d02_chesapeake_bay_plume,M2005307153448.L2_RR.R0000018119_36N_36N_76W_75W.N1_OCVAL.bz2,0.00000000,25,8700,54.42,21.29,0.078,5.125,6.28726530,chl_a,13.87199974,0.00181452,0.00256124,0.00459848,0.00546933,0.00776067,0.00458980,0.00294067,0.00317555,0.00238346
210346,36.90290000,-75.90760000,2005-11-03 14:46:00,d02_chesapeake_bay_plume,M2005307153448.L2_RR.R0000018119_36N_36N_76W_75W.N1_OCVAL.bz2,0.00000000,25,3360,54.32,22.12,0.045,4.921,6.58602810,chl_a,12.31200027,0.00172810,0.00228382,0.00382155,0.00458362,0.00654248,0.00370305,0.00234478,0.00263370,0.00190783
210347,36.80460000,-75.85860000,2005-11-03 16:06:00,d02_chesapeake_bay_plume,M2005307153448.L2_RR.R0000018119_36N_36N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-1440,54.21,22.64,0.071,4.621,6.74791813,chl_a,10.10900021,0.00149627,0.00193609,0.00300886,0.00363452,0.00522791,0.00273018,0.00175010,0.00207091,0.00140592
210348,36.85260000,-75.78660000,2005-11-03 17:12:00,d02_chesapeake_bay_plume,M2005307153448.L2_RR.R0000018119_36N_36N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-5400,54.24,23.01,0.054,4.725,5.15652752,chl_a,8.60200024,0.00168990,0.00187520,0.00276860,0.00308791,0.00410091,0.00173782,0.00121053,0.00162400,0.00093355
210349,36.90820000,-75.71160000,2005-11-03 18:18:00,d02_chesapeake_bay_plume,M2005307153448.L2_RR.R0000018119_36N_36N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-9360,54.27,23.30,0.055,4.853,2.98258305,chl_a,4.11899996,0.00234848,0.00290382,0.00454855,0.00494700,0.00544036,0.00191610,0.00132389,0.00159556,0.00088989
295640,42.96000000,-61.76000000,2002-10-19 13:30:42,dfo_canada_chl,M2002292140940.L2_RR.R0000018122_dfo_canada_chl_295640.N1_OCVAL.bz2,0.00000000,25,2778,57.21,31.94,0.083,5.476,0.48887891,chl,0.47499999,0.00135755,0.00177155,0.00238646,0.00205791,0.00123891,0.00017082,0.00012982,0.00019118,0.00017340
295645,43.17000000,-62.09000000,2002-10-21 17:17:18,dfo_canada_chl,M2002294144717.L2_RR.R0000018122_dfo_canada_chl_295645.N1_OCVAL.bz2,0.00000000,25,-8598,55.57,21.64,0.096,10.207,0.51277924,chl,0.47900000,0.00279225,0.00289141,0.00302900,0.00257500,0.00156812,0.00018577,0.00019190,0.00017389,0.00019541
295707,43.39000000,-61.79000000,2003-04-18 12:41:17,dfo_canada_chl,M2003108141431.L2_RR.R0000018122_43N_43N_62W_61W.N1_OCVAL.bz2,0.00000000,25,6463,38.83,16.87,0.030,2.342,0.39170203,chl,0.27500001,0.00116870,0.00198800,0.00246229,0.00199200,0.00107650,0.00020500,0.00013100,0.00011582,0.00021914
295708,43.48000000,-62.44000000,2003-04-18 16:03:16,dfo_canada_chl,M2003108141431.L2_RR.R0000018122_43N_43N_62W_61W.N1_OCVAL.bz2,0.00000000,25,-5656,39.20,20.81,0.052,2.298,0.41663253,chl,0.35600001,0.00098704,0.00179748,0.00242157,0.00201875,0.00111218,0.00014830,0.00010318,0.00009619,0.00019446
295893,44.05000000,-61.06000000,2004-05-07 14:01:04,dfo_canada_chl,M2004128141503.L2_RR.R0000018122_44N_44N_61W_61W.N1_OCVAL.bz2,0.00000000,25,1616,33.25,13.84,0.040,8.764,0.69944233,chl,1.28400004,0.00287964,0.00276972,0.00270276,0.00245591,0.00168855,0.00033691,0.00018609,0.00025619,0.00002895
295894,44.25000000,-61.26000000,2004-05-07 16:47:54,dfo_canada_chl,M2004128141503.L2_RR.R0000018122_44N_44N_61W_61W.N1_OCVAL.bz2,0.00000000,25,-8394,33.50,15.44,0.036,8.830,0.51181638,chl,0.80599999,0.00382642,0.00348475,0.00317117,0.00280261,0.00182118,0.00042536,0.00023829,0.00026172,0.00003910
295936,44.26000000,-63.31000000,2004-10-19 16:12:49,dfo_canada_chl,M2004293143546.L2_RR.R0000018122_dfo_canada_chl_295936.N1_OCVAL.bz2,0.00000000,25,-5389,57.09,5.91,0.091,3.401,1.02441490,chl,0.62599999,0.00063924,0.00128200,0.00197989,0.00188478,0.00147050,0.00021918,0.00018770,0.00028000,0.00019267
295999,44.25000000,-61.26000000,2005-04-09 14:28:00,dfo_canada_chl,M2005099142410.L2_RR.R0000018122_44N_44N_61W_61W.N1_OCVAL.bz2,0.00000000,25,540,41.33,2.12,0.027,4.522,0.52715385,chl,0.76300001,0.00173210,0.00209246,0.00256772,0.00221730,0.00134244,0.00024038,0.00015833,0.00017724,0.00019009
296000,44.06000000,-61.06000000,2005-04-09 16:16:00,dfo_canada_chl,M2005099142410.L2_RR.R0000018122_44N_44N_61W_61W.N1_OCVAL.bz2,0.00000000,25,-5940,41.09,0.42,0.027,4.420,0.53365523,chl,0.41299999,0.00135891,0.00194365,0.00262162,0.00225981,0.00141352,0.00028448,0.00019460,0.00019300,0.00021700
296075,42.90000000,-60.83000000,2005-11-01 14:32:00,dfo_canada_chl,M2005305145714.L2_RR.R0000018122_dfo_canada_chl_296075.N1_OCVAL.bz2,0.00000000,25,1860,58.37,39.01,0.031,8.806,0.31301433,chl,0.53399998,0.00391876,0.00349695,0.00313220,0.00246255,0.00132690,0.00019381,0.00023504,0.00028429,-0.00001282
296246,44.51000000,-61.53000000,2007-04-21 12:23:00,dfo_canada_chl,M2007111140241.L2_RR.R0000018122_44N_44N_61W_61W.N1_OCVAL.bz2,0.00000000,25,6840,39.96,32.83,0.049,2.443,1.16203809,chl,1.53799999,-0.00932567,0.00072327,0.00137382,0.00138800,0.00111539,0.00019809,0.00010100,0.00009852,0.00017939
296304,42.13000000,-65.49000000,2007-10-09 13:29:00,dfo_canada_chl,M2007282143419.L2_RR.R0000018122_42N_42N_65W_65W.N1_OCVAL.bz2,0.00000000,25,4440,52.18,15.21,0.034,8.350,0.39150682,chl,0.54100001,0.00421409,0.00370627,0.00329136,0.00273867,0.00160930,0.00024139,0.00019226,0.00025391,0.00014026
296305,42.44000000,-65.47000000,2007-10-09 17:26:00,dfo_canada_chl,M2007282143419.L2_RR.R0000018122_42N_42N_65W_65W.N1_OCVAL.bz2,0.00000000,25,-9780,52.45,15.69,0.041,7.892,0.86090899,chl,0.93900001,0.00238909,0.00258055,0.00279687,0.00260782,0.00196336,0.00047818,0.00033746,0.00037779,0.00025327
296332,47.01000000,-60.12000000,2007-10-16 14:30:00,dfo_canada_chl,M2007289141502.L2_RR.R0000018122_47N_46N_60W_59W.N1_OCVAL.bz2,0.00000000,25,-480,58.93,22.07,0.078,11.560,0.46443453,chl,1.13600004,0.00517300,0.00414570,0.00328550,0.00287695,0.00197910,0.00042120,0.00032100,0.00049453,0.00020030
296348,42.29000000,-65.84000000,2008-04-17 12:32:00,dfo_canada_chl,M2008108142556.L2_RR.R0000018122_42N_42N_66W_65W.N1_OCVAL.bz2,0.00000000,25,7680,38.61,21.88,0.095,8.114,2.48628449,chl,11.36699963,0.00118296,0.00138936,0.00175360,0.00167832,0.00180972,0.00052722,0.00037210,0.00054972,0.00030557
296349,42.23000000,-65.90000000,2008-04-17 15:09:00,dfo_canada_chl,M2008108142556.L2_RR.R0000018122_42N_42N_66W_65W.N1_OCVAL.bz2,0.00000000,25,-1740,38.59,22.17,0.064,8.269,1.21773469,chl,2.50399995,0.00138381,0.00167686,0.00213943,0.00194629,0.00167740,0.00038379,0.00026190,0.00028000,0.00016574
296486,42.13000000,-65.50000000,2008-10-11 18:02:00,dfo_canada_chl,M2008285150906.L2_RR.R0000018122_42N_42N_65W_65W.N1_OCVAL.bz2,0.00000000,25,-9900,50.81,35.87,0.047,7.018,1.42106104,chl,1.26400006,0.00141500,0.00159426,0.00197946,0.00200539,0.00172896,0.00037983,0.00031800,0.00044948,0.00024017
296490,42.26000000,-65.86000000,2008-10-12 13:29:00,dfo_canada_chl,M2008286143735.L2_RR.R0000018122_42N_42N_65W_65W.N1_OCVAL.bz2,0.00000000,25,4620,53.44,13.28,0.052,6.079,1.33464980,chl,1.24500000,0.00204543,0.00216333,0.00252460,0.00249619,0.00211152,0.00056322,0.00044673,0.00057527,0.00030772
296491,42.41000000,-65.74000000,2008-10-12 17:36:00,dfo_canada_chl,M2008286143735.L2_RR.R0000018122_42N_42N_65W_65W.N1_OCVAL.bz2,0.00000000,25,-10200,53.55,12.87,0.052,5.767,1.21609461,chl,1.03600001,0.00198026,0.00218991,0.00251676,0.00248000,0.00204019,0.00058810,0.00047990,0.00061450,0.00032217
296537,42.11000000,-66.04000000,2009-04-15 12:43:00,dfo_canada_chl,M2009105141730.L2_RR.R0000018122_dfo_canada_chl_296537.N1_OCVAL.bz2,0.00000000,25,6540,40.42,34.24,0.054,6.134,1.98825073,chl,7.16800022,0.00054145,0.00108533,0.00168726,0.00182320,0.00178362,0.00057010,0.00038191,0.00041073,0.00044309
296696,42.49000000,-63.52000000,2010-04-13 14:41:00,dfo_canada_chl,M2010103140902.L2_RR.R0000018122_42N_42N_64W_63W.N1_OCVAL.bz2,0.00000000,25,-1080,41.28,32.91,0.040,7.320,2.26001954,chl,4.50299978,0.00159680,0.00164764,0.00221314,0.00243061,0.00250800,0.00062937,0.00051192,0.00079965,0.00042286
296854,46.79000000,-60.07000000,2011-04-16 15:15:00,dfo_canada_chl,M2011106143408.L2_RR.R0000018122_46N_46N_60W_60W.N1_OCVAL.bz2,0.00000000,25,-1680,39.79,10.19,0.087,3.110,3.92749977,chl,7.26599979,-0.00001857,0.00056948,0.00120781,0.00131305,0.00163430,0.00037200,0.00021418,0.00030109,0.00037229
296878,43.31000000,-60.34000000,2011-04-22 13:58:00,dfo_canada_chl,M2011112141334.L2_RR.R0000018122_43N_43N_60W_60W.N1_OCVAL.bz2,0.00000000,25,1800,36.84,14.82,0.079,9.736,0.36535218,chl,1.11600006,0.00279386,0.00276743,0.00262508,0.00214539,0.00113415,0.00009462,0.00008139,0.00008014,0.00021172
279761,38.09767000,-76.22259000,2011-07-17 15:03:00,discover_aq_2011,M2011198145852.L2_RR.R0000018123_38N_38N_76W_76W.N1_OCVAL.bz2,0.00000000,25,900,29.61,31.04,0.091,3.004,14.10990334,chl_a,7.24900007,0.00049250,0.00079291,0.00167073,0.00228600,0.00405484,0.00181680,0.00142250,0.00146580,0.00079939
279762,38.23324000,-76.26595000,2011-07-17 16:12:00,discover_aq_2011,M2011198145852.L2_RR.R0000018123_38N_38N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-3240,29.71,31.51,0.092,2.892,20.44001389,chl_a,9.66199970,0.00032246,0.00053264,0.00155229,0.00228629,0.00441048,0.00187543,0.00164257,0.00161000,0.00103746
209816,40.95620000,-73.58850000,2006-03-05 13:55:00,lisicos0306,M2006064145710.L2_RR.R0000018226_40N_40N_73W_73W.N1_OCVAL.bz2,0.00000000,25,4320,54.22,27.10,0.058,6.420,4.15936852,chl_a,3.95000005,0.00141680,0.00166876,0.00275518,0.00321982,0.00402924,0.00181748,0.00117629,0.00110210,0.00097391
209817,40.94320000,-73.66880000,2006-03-05 15:54:00,lisicos0306,M2006064145710.L2_RR.R0000018226_40N_40N_73W_73W.N1_OCVAL.bz2,0.00000000,19,-2820,54.24,27.47,0.084,6.300,4.62322378,chl_a,7.88199997,0.00139514,0.00157215,0.00254200,0.00306907,0.00395480,0.00177323,0.00113046,0.00109908,0.00098339
209820,40.94320000,-73.66880000,2006-03-05 17:10:00,lisicos0306,M2006064145710.L2_RR.R0000018226_40N_40N_73W_73W.N1_OCVAL.bz2,0.00000000,19,-7380,54.24,27.47,0.084,6.300,4.62322378,chl,9.52999973,0.00139514,0.00157215,0.00254200,0.00306907,0.00395480,0.00177323,0.00113046,0.00109908,0.00098339
210463,43.02970000,-70.56850000,2007-04-26 12:20:00,m01,M2007116144519.L2_RR.R0000018235_43N_42N_70W_70W.N1_OCVAL.bz2,0.00000000,25,9600,36.42,21.41,0.050,1.544,2.70395637,chl_a,1.26499999,0.00101440,0.00238550,0.00449105,0.00505895,0.00550219,0.00185572,0.00114705,0.00102876,0.00078181
210464,42.94130000,-70.29350000,2007-04-26 15:37:00,m01,M2007116144519.L2_RR.R0000018235_43N_42N_70W_70W.N1_OCVAL.bz2,0.00000000,25,-2220,36.22,19.67,0.144,1.674,3.23184991,chl_a,3.47199988,0.00111100,0.00159973,0.00202219,0.00224400,0.00267162,0.00079700,0.00051600,0.00058783,0.00049336
16933,34.50450000,-76.39990000,2002-09-18 15:45:00,nc-02-03,M2002261152036.L2_RR.R0000018294_34N_34N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-660,38.28,9.80,0.097,4.030,0.89683151,chl_a,0.41229001,0.00080154,0.00202769,0.00367653,0.00332827,0.00244985,0.00003908,0.00000769,0.00011754,-0.00034400
16942,34.25610000,-75.88080000,2002-11-08 15:42:00,nc-02-03,M2002312152336.L2_RR.R0000018294_34N_34N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-660,53.98,8.85,0.049,0.261,0.22132596,chl_a,0.28262001,0.00477273,0.00426991,0.00373943,0.00260905,0.00127727,0.00015543,0.00015029,0.00019181,0.00010330
16943,34.40420000,-76.22050000,2002-11-08 17:44:00,nc-02-03,M2002312152336.L2_RR.R0000018294_34N_34N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-7980,54.22,6.09,0.035,0.558,0.38414791,chl_a,0.74835002,0.00418482,0.00378382,0.00390244,0.00309800,0.00170504,0.00026364,0.00020418,0.00023717,0.00014809
16944,34.20540000,-76.08210000,2003-02-24 15:40:00,nc-02-03,M2003055152706.L2_RR.R0000018294_34N_34N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-180,49.70,17.53,0.063,3.190,0.30533472,chl_a,0.43500999,0.00229705,0.00238590,0.00263116,0.00194169,0.00099230,-0.00002894,0.00003611,0.00008756,0.00010745
16945,34.34650000,-76.28220000,2003-02-24 17:09:00,nc-02-03,M2003055152706.L2_RR.R0000018294_34N_34N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-5520,49.91,15.87,0.077,3.129,0.90103245,chl_a,0.37907001,0.00564172,0.00778010,0.01035957,0.00918484,0.00699580,0.00151420,0.00098670,0.00089981,0.00056370
209944,34.09620000,-76.25360000,2005-04-11 16:45:00,nc-04-05,M2005101150119.L2_RR.R0000018297_34N_34N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-5280,35.67,19.17,0.021,3.210,0.32895410,chl,0.40599999,0.00449355,0.00421470,0.00391427,0.00299913,0.00165827,0.00036838,0.00023238,0.00024219,0.00022240
209945,34.29570000,-76.40560000,2005-04-11 18:00:00,nc-04-05,M2005101150119.L2_RR.R0000018297_34N_34N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-9780,35.91,20.55,0.083,2.290,1.12356246,chl,0.68800002,0.00384430,0.00497846,0.00676946,0.00638227,0.00521855,0.00122696,0.00081227,0.00079673,0.00053518
209963,33.85070000,-76.40560000,2005-10-18 14:10:00,nc-10-05,M2005291153558.L2_RR.R0000018302_34N_33N_76W_76W.N1_OCVAL.bz2,0.00000000,25,5760,46.28,29.80,0.058,5.581,0.20177788,chl,0.30000001,0.00411430,0.00375629,0.00340726,0.00222309,0.00104980,0.00000009,0.00001952,0.00006673,-0.00001045
209964,34.19120000,-76.56960000,2005-10-18 16:00:00,nc-10-05,M2005291153558.L2_RR.R0000018302_34N_33N_76W_76W.N1_OCVAL.bz2,0.00000000,25,-840,46.65,28.17,0.056,5.552,0.73532569,chl,0.83999997,0.00289120,0.00341853,0.00465240,0.00408980,0.00305104,0.00040172,0.00031714,0.00042936,0.00011973
209967,35.25060000,-76.05100000,2005-10-19 15:20:00,nc-10-05,M2005292150428.L2_RR.R0000018302_35N_34N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-360,50.61,24.42,0.053,2.295,7.63489914,chl,6.13000011,0.00207238,0.00218421,0.00322830,0.00382295,0.00565137,0.00303916,0.00225053,0.00219084,0.00140770
209968,35.20330000,-76.23340000,2005-10-19 16:00:00,nc-10-05,M2005292150428.L2_RR.R0000018302_35N_34N_76W_75W.N1_OCVAL.bz2,0.00000000,25,-2760,50.64,25.43,0.078,2.238,12.06633186,chl,8.21000004,0.00137250,0.00123130,0.00189936,0.00224290,0.00384909,0.00260846,0.00206664,0.00206400,0.00148746
